id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,currencysymbol__c,currency_name__c,displayformat__c,decimalpointchar__c,decimalpoints__c,storefront__c,thousandspointchar__c,default__c,
a8N6C0000004hdgUAA,false,NOK,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"107, 114",Norwegian Krone,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hdhUAA,false,NPR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Nepalese Rupee,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdiUAA,false,NZD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,New Zealand Dollar,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdjUAA,false,OMR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,65020,Omani Rial,{0}{1},dot,3.0,DefaultStore,comma,false,
a8N6C0000004hdkUAA,false,PAB,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"66, 47, 46",Panama Balboa,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdlUAA,false,PEN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"83, 47, 46",Peruvian Nuevo Sol,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdmUAA,false,PGK,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"83, 47, 46",Papua New Guinea Kina,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdnUAA,false,PHP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8369,Philippine Peso,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdoUAA,false,PKR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Pakistani Rupee,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdpUAA,false,PLN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"122, 322",Polish Zloty,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdTUAQ,false,MOP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8366,Macau Pataca,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdUUAQ,false,MRO,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8366,Mauritania Ougulya,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdVUAQ,false,MUR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Mauritius Rupee,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hdqUAA,false,PTE,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8364,Portuguese escudo,{1}{0},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdrUAA,false,PYG,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"71, 115",Paraguayan Guarani,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hdsUAA,false,QAR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,65020,Qatar Rial,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdtUAA,false,RON,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"108, 101, 105",Romanian Leu,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hduUAA,false,RSD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"1044, 1080, 1085, 46",Serbian Dinar,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdvUAA,false,RUB,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"1088, 1091, 1073",Russian Rouble,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hdwUAA,false,RWF,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"1088, 1091, 1073",Rwanda Franc,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hdxUAA,false,SAR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,65020,Saudi Arabian Riyal,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdyUAA,false,SBD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Solomon Islands Dollar,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hdWUAQ,false,MVR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Maldives Rufiyaa,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdXUAQ,false,MWK,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Malawi Kwacha,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdYUAQ,false,MXN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Mexican Peso,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdZUAQ,false,MXV,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Mexican Unidad de Inversion (UDI),{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdaUAA,false,MYR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"82, 77",Malaysian Ringgit,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdbUAA,false,MZN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"77, 84",Mozambique Metical,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hdcUAA,false,NAD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Namibian Dollar,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hddUAA,false,NGN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8358,Nigerian Naira,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdeUAA,false,NIO,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"67, 36",Nicaragua Cordoba,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdfUAA,false,NLG,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8364,Dutch guilder,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hdzUAA,false,SCR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Seychelles Rupee,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004he0UAA,false,SDG,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8360,Sudanese Pound,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004he1UAA,false,SEK,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"107, 114",Swedish Krona,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004he2UAA,false,SGD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Singapore Dollar,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004he3UAA,false,SHP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,163,St Helena Pound,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004he4UAA,false,SLL,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,163,Sierra Leone Leone,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004he5UAA,false,SOS,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,83,Somali Shilling,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004he6UAA,false,SRD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Surinam Dollar,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004he7UAA,false,STD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Sao Tome Dobra,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbRUAQ,false,SYP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,163,Syrian Pound,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbSUAQ,false,SZL,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,163,Swaziland Lilageni,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbTUAQ,false,THB,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,3647,Thai Baht,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbUUAQ,false,TJS,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,3647,Tajik Ruble,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hbVUAQ,false,TMT,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,3647,Turkmenistan Manat,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbWUAQ,false,TND,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,3647,Tunisian Dinar,{0}{1},dot,3.0,DefaultStore,comma,false,
a8N6C0000004hbXUAQ,false,TOP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,3647,Tonga Pa'anga,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbYUAQ,false,TRY,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Turkish Lira,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbZUAQ,false,TTD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"84, 84, 36",Trinidad and Tobago Dollar,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbaUAA,false,TWD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"78, 84, 36",Taiwan Dollar,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbbUAA,false,TZS,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"78, 84, 36",Tanzanian Shilling,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbcUAA,false,UAH,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8372,Ukraine Hryvnia,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbdUAA,false,UGX,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8372,Ugandan Shilling,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbeUAA,false,USD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,US Dollars,{0}{1},dot,2.0,DefaultStore,comma,true,
a8N6C0000004hbfUAA,false,UYU,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"36, 85",Uruguayan New Peso,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hbgUAA,false,UZS,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"1083, 1074",Uzbekistan Sum,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbhUAA,false,VEF,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"66, 115",Venezuelan Bolivar Fuerte,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hbiUAA,false,VND,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8363,Vietnam Dong,{0}{1},,0.0,DefaultStore,dot,false,
a8N6C0000004hbjUAA,false,VUV,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8363,Vanuatu Vatu,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hbkUAA,false,WST,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8363,Samoa Tala,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hblUAA,false,AED,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,UAE Dirham,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbmUAA,false,AFN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,1547,Afghani,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hc7UAA,false,BND,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Brunei Dollar,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hc8UAA,false,BOB,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"36, 98",Bolivian Boliviano,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hc9UAA,false,BOV,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"36, 98",Bolivia Mvdol,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hcAUAQ,false,BRL,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"82, 36",Brazilian Real,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hcBUAQ,false,BSD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Bahamian Dollar,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hcCUAQ,false,BTN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Bhutan Ngultrum,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hcDUAQ,false,BWP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,80,Botswana Pula,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hcEUAQ,false,BYR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"112, 46",Belarussian Ruble,{0}{1},,0.0,DefaultStore,comma,false,
a8N6C0000004hcFUAQ,false,BZD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"66, 90, 36",Belize Dollar,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hcaUAA,false,ETB,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,163,Ethiopian Kroon,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hcbUAA,false,EUR,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8364,Euro,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hccUAA,false,FIM,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8364,Finnish Mark,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hcdUAA,false,FJD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Fiji Dollar,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hceUAA,false,FKP,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,163,Falkland Islands Pound,{0}{1},comma,2.0,DefaultStore,ws,false,
a8N6C0000004hbnUAA,false,ANG,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,402,Neth Antilles Guilder,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hboUAA,false,ATS,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,8364,Austrian Shilling,{1}{0},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hbpUAA,false,AUD,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,36,Australian Dollar,{0}{1},comma,2.0,DefaultStore,dot,false,
a8N6C0000004hbqUAA,false,AZN,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"1084, 1072, 1085",Azerbaijanian Manat,{0}{1},dot,2.0,DefaultStore,comma,false,
a8N6C0000004hbrUAA,false,BAM,USD,00D6C0000000cYAUAY,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,0056C000000O3jNQAS,2016-12-26 16:44:32,,,"75, 77",Convertible Marks,{0}{1},dot,2.0,DefaultStore,comma,false,
